goal,keyword,pattern,course_count,score,weight,keyword_repeat
8,unemployment,\b(\d*)unemployment(\d*)\b,,,1,
,explore,\b(\d*)explore(\d*)\b,11,82.02,1,
9,economic,\b(\d*)economic(\d*)\b,11,81.7,1,
9,political,\b(\d*)political(\d*)\b,11,79.54,1,
9,world,\b(\d*)world(\d*)\b,11,73.46,1,
9,history,\b(\d*)history(\d*)\b,9,60.67,1,
9,social,\b(\d*)social(\d*)\b,8,58.58,1,
9,policy,\b(\d*)policy(\d*)\b,7,57.61,1,
9,class,\b(\d*)class(\d*)\b,8,53.8,1,
,focus,\b(\d*)focus(\d*)\b,8,53.54,1,
9,development,\b(\d*)development(\d*)\b,7,53.22,1,
9,labor,\b(\d*)labor(\d*)\b,7,50.03,1,
9,united,\b(\d*)united(\d*)\b,6,49.98,1,
9,issues,\b(\d*)issues(\d*)\b,7,48.42,1,
9,role,\b(\d*)role(\d*)\b,6,46.46,1,
9,modern,\b(\d*)modern(\d*)\b,7,44.37,1,
9,systems,\b(\d*)systems(\d*)\b,5,43.35,1,
9,analysis,\b(\d*)analysis(\d*)\b,6,43.16,1,
9,change,\b(\d*)change(\d*)\b,6,42.43,1,
9,global,\b(\d*)global(\d*)\b,7,41.75,1,
9,sustainable,\b(\d*)sustainable(\d*)\b,5,40.54,1,
9,historical,\b(\d*)historical(\d*)\b,6,40.16,1,
9,democratic,\b(\d*)democratic(\d*)\b,5,39.81,1,
9,national,\b(\d*)national(\d*)\b,6,39.48,1,
9,innovation,\b(\d*)innovation(\d*)\b,5,39.12,1,
,discussion,\b(\d*)discussion(\d*)\b,6,38.73,1,
9,writing,\b(\d*)writing(\d*)\b,6,38.18,1,
,studies,\b(\d*)studies(\d*)\b,5,37.82,1,
9,colonial,\b(\d*)colonial(\d*)\b,5,37.21,1,
9,growth,\b(\d*)growth(\d*)\b,5,37.11,1,
9,climate,\b(\d*)climate(\d*)\b,5,36.79,1,
,current,\b(\d*)current(\d*)\b,4,36.43,1,
9,draw,\b(\d*)draw(\d*)\b,5,36.34,1,
9,artists,\b(\d*)artists(\d*)\b,6,36.08,1,
9,industrial,\b(\d*)industrial(\d*)\b,5,35,1,
,american,\b(\d*)american(\d*)\b,5,34.52,1,
9,institutions,\b(\d*)institutions(\d*)\b,4,33.73,1,
,skills,\b(\d*)skills(\d*)\b,5,33.56,1,
,introduction,\b(\d*)introduction(\d*)\b,4,33.33,1,
9,technological,\b(\d*)technological(\d*)\b,4,32.96,1,
9,learn,\b(\d*)learn(\d*)\b,4,32.88,1,
9,reading,\b(\d*)reading(\d*)\b,4,32.5,1,
9,light,\b(\d*)light(\d*)\b,3,31.75,1,
9,century,\b(\d*)century(\d*)\b,5,31.72,1,
9,industry,\b(\d*)industry(\d*)\b,5,31.23,1,
9,production,\b(\d*)production(\d*)\b,5,31.14,1,
9,knowledge,\b(\d*)knowledge(\d*)\b,4,30.95,1,
9,power,\b(\d*)power(\d*)\b,3,30.94,1,
9,sustainability,\b(\d*)sustainability(\d*)\b,4,30.83,1,
9,africa,\b(\d*)africa(\d*)\b,5,30.82,1,
,methods,\b(\d*)methods(\d*)\b,4,30.55,1,
10,social,\b(\d*)social(\d*)\b,28,269.53,1,
10,gender,\b(\d*)gender(\d*)\b,30,262.71,1,
10,race,\b(\d*)race(\d*)\b,29,239.47,1,
10,explore,\b(\d*)explore(\d*)\b,26,229.71,1,
10,class,\b(\d*)class(\d*)\b,23,196.57,1,
10,racial,\b(\d*)racial(\d*)\b,20,183.36,1,
10,political,\b(\d*)political(\d*)\b,20,173.26,1,
10,economic,\b(\d*)economic(\d*)\b,20,167.71,1,
10,history,\b(\d*)history(\d*)\b,17,154.96,1,
10,migration,\b(\d*)migration(\d*)\b,14,153.78,1,
10,inequality,\b(\d*)inequality(\d*)\b,19,152.26,1,
10,united,\b(\d*)united(\d*)\b,15,145.5,1,
10,historical,\b(\d*)historical(\d*)\b,18,140.68,1,
10,focus,\b(\d*)focus(\d*)\b,15,127.3,1,
10,american,\b(\d*)american(\d*)\b,16,127,1,
10,racism,\b(\d*)racism(\d*)\b,12,104.69,1,
10,culture,\b(\d*)culture(\d*)\b,12,103.71,1,
10,role,\b(\d*)role(\d*)\b,13,103.62,1,
10,lives,\b(\d*)lives(\d*)\b,11,103.09,1,
10,discrimination,\b(\d*)discrimination(\d*)\b,8,102.96,1,
10,rights,\b(\d*)rights(\d*)\b,12,102.74,1,
10,world,\b(\d*)world(\d*)\b,11,102.61,1,
10,interdisciplinary,\b(\d*)interdisciplinary(\d*)\b,12,102.19,1,
10,labor,\b(\d*)labor(\d*)\b,9,100.85,1,
10,contemporary,\b(\d*)contemporary(\d*)\b,12,100.26,1,
10,politics,\b(\d*)politics(\d*)\b,13,99.98,1,
10,society,\b(\d*)society(\d*)\b,11,99.97,1,
10,policy,\b(\d*)policy(\d*)\b,11,99.42,1,
10,current,\b(\d*)current(\d*)\b,11,98.12,1,
10,identities,\b(\d*)identities(\d*)\b,8,94.75,1,
10,identity,\b(\d*)identity(\d*)\b,14,94.14,1,
10,sexuality,\b(\d*)sexuality(\d*)\b,10,92.61,1,
10,cultural,\b(\d*)cultural(\d*)\b,9,89.02,1,
10,themes,\b(\d*)themes(\d*)\b,9,88.5,1,
10,u.s,\b(\d*)u.s(\d*)\b,11,88.46,1,
10,life,\b(\d*)life(\d*)\b,11,88.29,1,
10,globalization,\b(\d*)globalization(\d*)\b,8,88.09,1,
10,learn,\b(\d*)learn(\d*)\b,9,87.59,1,
10,critical,\b(\d*)critical(\d*)\b,13,87.52,1,
10,education,\b(\d*)education(\d*)\b,10,85.01,1,
10,legal,\b(\d*)legal(\d*)\b,8,83.58,1,
10,based,\b(\d*)based(\d*)\b,7,82.28,1,
10,issues,\b(\d*)issues(\d*)\b,8,81.8,1,
10,communities,\b(\d*)communities(\d*)\b,6,81.1,1,
10,central,\b(\d*)central(\d*)\b,8,80.88,1,
10,justice,\b(\d*)justice(\d*)\b,11,80.05,1,
10,change,\b(\d*)change(\d*)\b,9,78.76,1,
10,develop,\b(\d*)develop(\d*)\b,10,78.7,1,
10,debates,\b(\d*)debates(\d*)\b,10,78.47,1,
10,relationship,\b(\d*)relationship(\d*)\b,10,77.83,1,
11,urban,\b(\d*)urban(\d*)\b,12,62.05,4,TRUE
11,history,\b(\d*)history(\d*)\b,12,59.21,1,
11,historical,\b(\d*)historical(\d*)\b,9,48.04,1,
11,modern,\b(\d*)modern(\d*)\b,9,46.73,1,
11,culture,\b(\d*)culture(\d*)\b,9,44.04,1,
11,class,\b(\d*)class(\d*)\b,10,42.36,1,
11,cities,\b(\d*)cities(\d*)\b,8,40.73,3,TRUE
11,architecture,\b(\d*)architecture(\d*)\b,8,40.36,3,TRUE
11,explore,\b(\d*)explore(\d*)\b,10,40.32,1,
11,social,\b(\d*)social(\d*)\b,9,40.17,1,
11,focus,\b(\d*)focus(\d*)\b,10,39.52,1,
11,world,\b(\d*)world(\d*)\b,8,38.67,1,
11,art,\b(\d*)art(\d*)\b,8,37.65,1,
11,city,\b(\d*)city(\d*)\b,8,33.51,3,TRUE
11,time,\b(\d*)time(\d*)\b,7,33.27,1,
,heritage,\b(\d*)heritage(\d*)\b,6,32.43,1,
11,writing,\b(\d*)writing(\d*)\b,7,30.3,1,
11,global,\b(\d*)global(\d*)\b,6,29.8,1,
11,political,\b(\d*)political(\d*)\b,6,29.69,1,
11,discussion,\b(\d*)discussion(\d*)\b,5,28.46,1,
,role,\b(\d*)role(\d*)\b,5,28.29,1,
,century,\b(\d*)century(\d*)\b,6,27.69,1,
11,literature,\b(\d*)literature(\d*)\b,7,26.76,1,
,preservation,\b(\d*)preservation(\d*)\b,4,26.27,1,
11,ancient,\b(\d*)ancient(\d*)\b,4,25.48,1,
,european,\b(\d*)european(\d*)\b,5,25.24,1,
11,discuss,\b(\d*)discuss(\d*)\b,5,25.17,1,
11,issues,\b(\d*)issues(\d*)\b,5,24.26,1,
11,address,\b(\d*)address(\d*)\b,6,24.09,1,
11,artists,\b(\d*)artists(\d*)\b,5,23.83,1,
11,engage,\b(\d*)engage(\d*)\b,7,23.77,1,
11,development,\b(\d*)development(\d*)\b,5,23.35,1,
11,contemporary,\b(\d*)contemporary(\d*)\b,4,23.3,1,
11,empire,\b(\d*)empire(\d*)\b,5,22.59,1,
11,artistic,\b(\d*)artistic(\d*)\b,4,22.38,1,
11,violence,\b(\d*)violence(\d*)\b,5,22.37,1,
11,communities,\b(\d*)communities(\d*)\b,5,22.22,3,TRUE
11,visual,\b(\d*)visual(\d*)\b,5,22.15,1,
11,africa,\b(\d*)africa(\d*)\b,5,21.65,1,
11,context,\b(\d*)context(\d*)\b,3,21.6,1,
11,europe,\b(\d*)europe(\d*)\b,4,21.19,1,
11,politics,\b(\d*)politics(\d*)\b,4,20.9,1,
11,nature,\b(\d*)nature(\d*)\b,5,20.58,1,
11,experience,\b(\d*)experience(\d*)\b,6,20.52,1,
,medieval,\b(\d*)medieval(\d*)\b,4,20.52,1,
11,system,\b(\d*)system(\d*)\b,5,20.45,1,
11,public,\b(\d*)public(\d*)\b,4,20.3,3,TRUE
11,economic,\b(\d*)economic(\d*)\b,4,20.18,1,
11,local,\b(\d*)local(\d*)\b,4,20.18,2,TRUE
,roman,\b(\d*)roman(\d*)\b,4,19.87,1,
12,environmental,\b(\d*)environmental(\d*)\b,26,189.21,1,
12,global,\b(\d*)global(\d*)\b,13,150.27,1,
12,social,\b(\d*)social(\d*)\b,11,145.05,1,
12,issues,\b(\d*)issues(\d*)\b,13,140.26,1,
12,change,\b(\d*)change(\d*)\b,13,127.46,1,
12,climate,\b(\d*)climate(\d*)\b,11,126.29,1,
12,sustainability,\b(\d*)sustainability(\d*)\b,7,117.9,1,
12,sustainable,\b(\d*)sustainable(\d*)\b,7,113.13,1,
12,justice,\b(\d*)justice(\d*)\b,6,110.77,1,
,explore,\b(\d*)explore(\d*)\b,13,104.82,1,
12,waste,\b(\d*)waste(\d*)\b,3,100.54,1,
12,world,\b(\d*)world(\d*)\b,14,99.87,1,
12,development,\b(\d*)development(\d*)\b,4,96.72,1,
12,trade,\b(\d*)trade(\d*)\b,4,94.39,1,
12,economic,\b(\d*)economic(\d*)\b,7,94.19,1,
12,linked,\b(\d*)linked(\d*)\b,5,93.67,1,
12,field,\b(\d*)field(\d*)\b,7,93.11,1,
12,challenges,\b(\d*)challenges(\d*)\b,6,92.07,1,
12,interdisciplinary,\b(\d*)interdisciplinary(\d*)\b,7,91.44,1,
12,relationship,\b(\d*)relationship(\d*)\b,7,90.63,1,
12,ecological,\b(\d*)ecological(\d*)\b,7,90.38,1,
12,relevant,\b(\d*)relevant(\d*)\b,4,87.86,1,
12,modern,\b(\d*)modern(\d*)\b,4,87.82,1,
12,experience,\b(\d*)experience(\d*)\b,4,86.25,1,
12,current,\b(\d*)current(\d*)\b,6,86.06,1,
12,political,\b(\d*)political(\d*)\b,11,85.4,1,
12,system,\b(\d*)system(\d*)\b,5,83.25,1,
12,relate,\b(\d*)relate(\d*)\b,3,82.7,1,
12,society,\b(\d*)society(\d*)\b,5,81.1,1,
12,sociology,\b(\d*)sociology(\d*)\b,4,78.51,1,
,texts,\b(\d*)texts(\d*)\b,4,77.26,1,
,pressing,\b(\d*)pressing(\d*)\b,3,76.66,1,
12,nature,\b(\d*)nature(\d*)\b,5,76.29,1,
12,human,\b(\d*)human(\d*)\b,5,75.66,1,
12,central,\b(\d*)central(\d*)\b,4,75.32,1,
12,historical,\b(\d*)historical(\d*)\b,4,74.9,1,
12,food,\b(\d*)food(\d*)\b,3,74.06,1,
12,emphasize,\b(\d*)emphasize(\d*)\b,4,72.23,1,
12,history,\b(\d*)history(\d*)\b,9,71.49,1,
12,inequalities,\b(\d*)inequalities(\d*)\b,4,70.48,1,
12,pollution,\b(\d*)pollution(\d*)\b,3,69.29,1,
12,humans,\b(\d*)humans(\d*)\b,2,68.42,1,
12,writing,\b(\d*)writing(\d*)\b,2,68.42,1,
,broad,\b(\d*)broad(\d*)\b,2,68.13,1,
12,legacies,\b(\d*)legacies(\d*)\b,2,68.13,1,
12,class,\b(\d*)class(\d*)\b,11,66.52,1,
12,biodiversity,\b(\d*)biodiversity(\d*)\b,3,65.96,1,
12,learn,\b(\d*)learn(\d*)\b,9,64.66,1,
,depth,\b(\d*)depth(\d*)\b,2,63.85,1,
,foundational,\b(\d*)foundational(\d*)\b,2,63.85,1,
13,climate,\b(\d*)climate(\d*)\b,19,806.78,1,TRUE
13,change,\b(\d*)change(\d*)\b,17,698.8,1,
13,global,\b(\d*)global(\d*)\b,11,486.91,1,
13,environmental,\b(\d*)environmental(\d*)\b,17,406.95,1,TRUE
13,sustainability,\b(\d*)sustainability(\d*)\b,7,345.29,1,TRUE
13,address,\b(\d*)address(\d*)\b,5,307.88,1,
13,science,\b(\d*)science(\d*)\b,8,302.39,1,
13,world,\b(\d*)world(\d*)\b,10,299.5,1,
13,policy,\b(\d*)policy(\d*)\b,5,278.84,1,
,key,\b(\d*)key(\d*)\b,8,278.11,1,
13,economic,\b(\d*)economic(\d*)\b,4,276.73,1,
13,class,\b(\d*)class(\d*)\b,12,275.78,1,
13,international,\b(\d*)international(\d*)\b,4,273.21,1,
13,political,\b(\d*)political(\d*)\b,8,272.11,1,
13,challenges,\b(\d*)challenges(\d*)\b,6,263.07,1,
,issues,\b(\d*)issues(\d*)\b,10,261.32,1,
,focus,\b(\d*)focus(\d*)\b,5,254.56,1,
13,justice,\b(\d*)justice(\d*)\b,5,252.38,1,TRUE
13,sustainable,\b(\d*)sustainable(\d*)\b,5,246.36,1,TRUE
13,countries,\b(\d*)countries(\d*)\b,4,237.52,1,
13,central,\b(\d*)central(\d*)\b,5,234.71,1,
13,solutions,\b(\d*)solutions(\d*)\b,6,225.95,1,
13,social,\b(\d*)social(\d*)\b,8,220.39,1,
13,politics,\b(\d*)politics(\d*)\b,6,219.06,1,
13,discussion,\b(\d*)discussion(\d*)\b,10,208.56,1,
13,principles,\b(\d*)principles(\d*)\b,4,205.03,1,
13,critical,\b(\d*)critical(\d*)\b,5,199.88,1,
,improve,\b(\d*)improve(\d*)\b,4,199.25,1,
13,systems,\b(\d*)systems(\d*)\b,6,199.23,1,
,scale,\b(\d*)scale(\d*)\b,3,197.88,1,
13,society,\b(\d*)society(\d*)\b,4,195.33,1,
13,emissions,\b(\d*)emissions(\d*)\b,2,186.42,1,TRUE
,learning,\b(\d*)learning(\d*)\b,2,186.42,1,
13,reduce,\b(\d*)reduce(\d*)\b,2,186.42,1,
13,perspective,\b(\d*)perspective(\d*)\b,3,184.58,1,
13,pandemic,\b(\d*)pandemic(\d*)\b,3,184.49,1,
13,interdisciplinary,\b(\d*)interdisciplinary(\d*)\b,6,183.64,1,
13,processes,\b(\d*)processes(\d*)\b,7,179.6,1,
,analysis,\b(\d*)analysis(\d*)\b,5,177.47,1,
,modern,\b(\d*)modern(\d*)\b,6,174.13,1,
13,national,\b(\d*)national(\d*)\b,4,173.65,1,
13,fundamental,\b(\d*)fundamental(\d*)\b,3,170.54,1,
13,mitigate,\b(\d*)mitigate(\d*)\b,3,168.76,1,
13,tools,\b(\d*)tools(\d*)\b,6,165.86,1,
13,earth's,\b(\d*)earth's(\d*)\b,5,164.79,1,TRUE
13,evidence,\b(\d*)evidence(\d*)\b,3,164.65,1,
13,economy,\b(\d*)economy(\d*)\b,3,163.03,1,
13,public,\b(\d*)public(\d*)\b,4,159,1,TRUE
13,water,\b(\d*)water(\d*)\b,6,157.26,1,
13,people,\b(\d*)people(\d*)\b,3,154.84,1,
14,global,\b(\d*)global(\d*)\b,7,72.08,1,
14,class,\b(\d*)class(\d*)\b,8,64.71,1,
14,political,\b(\d*)political(\d*)\b,3,54.42,1,
14,climate,\b(\d*)climate(\d*)\b,7,48.88,1,
14,affect,\b(\d*)affect(\d*)\b,2,48.7,1,
14,depletion,\b(\d*)depletion(\d*)\b,2,48.7,1,
14,fisheries,\b(\d*)fisheries(\d*)\b,2,48.7,1,
14,influence,\b(\d*)influence(\d*)\b,2,48.7,1,
14,overfishing,\b(\d*)overfishing(\d*)\b,2,48.7,1,
14,environmental,\b(\d*)environmental(\d*)\b,8,47.59,1,
14,sea,\b(\d*)sea(\d*)\b,6,46.38,1,
14,economic,\b(\d*)economic(\d*)\b,4,45.16,1,
14,change,\b(\d*)change(\d*)\b,7,44.42,1,
14,organisms,\b(\d*)organisms(\d*)\b,3,43.31,1,
14,processes,\b(\d*)processes(\d*)\b,6,42.42,1,
14,ecosystem,\b(\d*)ecosystem(\d*)\b,3,41.19,1,
14,explore,\b(\d*)explore(\d*)\b,9,39.77,1,
14,offer,\b(\d*)offer(\d*)\b,2,38.6,1,
14,issues,\b(\d*)issues(\d*)\b,6,37.82,1,
14,classroom,\b(\d*)classroom(\d*)\b,4,37.2,1,
14,ocean,\b(\d*)ocean(\d*)\b,7,36.34,1,
14,countries,\b(\d*)countries(\d*)\b,2,36.33,1,
14,approaches,\b(\d*)approaches(\d*)\b,2,36.14,1,
14,seminar,\b(\d*)seminar(\d*)\b,2,36.14,1,
14,sociological,\b(\d*)sociological(\d*)\b,2,35.76,1,
14,impact,\b(\d*)impact(\d*)\b,2,35.63,1,
14,food,\b(\d*)food(\d*)\b,2,34.35,1,
14,society,\b(\d*)society(\d*)\b,2,34.35,1,
14,sustainable,\b(\d*)sustainable(\d*)\b,2,34.35,1,
14,potential,\b(\d*)potential(\d*)\b,2,33.89,1,
14,history,\b(\d*)history(\d*)\b,6,32.87,1,
14,tools,\b(\d*)tools(\d*)\b,4,31.17,1,
14,contemporary,\b(\d*)contemporary(\d*)\b,4,30.91,1,
14,abalone,\b(\d*)abalone(\d*)\b,1,30.74,1,
14,addressed,\b(\d*)addressed(\d*)\b,1,30.74,1,
14,alternative,\b(\d*)alternative(\d*)\b,1,30.74,1,
14,aquaculture,\b(\d*)aquaculture(\d*)\b,1,30.74,1,
14,aquaculture's,\b(\d*)aquaculture's(\d*)\b,1,30.74,1,
14,attempts,\b(\d*)attempts(\d*)\b,1,30.74,1,
14,bluefin,\b(\d*)bluefin(\d*)\b,1,30.74,1,
14,cod,\b(\d*)cod(\d*)\b,1,30.74,1,
14,cultural,\b(\d*)cultural(\d*)\b,1,30.74,1,
14,declines,\b(\d*)declines(\d*)\b,1,30.74,1,
14,dependency,\b(\d*)dependency(\d*)\b,1,30.74,1,
14,due,\b(\d*)due(\d*)\b,1,30.74,1,
14,economy,\b(\d*)economy(\d*)\b,1,30.74,1,
14,extinctions,\b(\d*)extinctions(\d*)\b,1,30.74,1,
14,fishermen,\b(\d*)fishermen(\d*)\b,1,30.74,1,
14,harvesting,\b(\d*)harvesting(\d*)\b,1,30.74,1,
14,impacts,\b(\d*)impacts(\d*)\b,1,30.74,1,
14,manage,\b(\d*)manage(\d*)\b,1,30.74,1,
14,managed,\b(\d*)managed(\d*)\b,1,30.74,1,
14,marine,\b(\d*)marine(\d*)\b,1,30.74,1,
14,numerous,\b(\d*)numerous(\d*)\b,1,30.74,1,
14,population,\b(\d*)population(\d*)\b,1,30.74,1,
14,resulted,\b(\d*)resulted(\d*)\b,1,30.74,1,
14,scope,\b(\d*)scope(\d*)\b,1,30.74,1,
14,seas,\b(\d*)seas(\d*)\b,1,30.74,1,
14,severe,\b(\d*)severe(\d*)\b,1,30.74,1,
14,stability,\b(\d*)stability(\d*)\b,1,30.74,1,
14,swordfish,\b(\d*)swordfish(\d*)\b,1,30.74,1,
14,traditions,\b(\d*)traditions(\d*)\b,1,30.74,1,
14,tuna,\b(\d*)tuna(\d*)\b,1,30.74,1,
15,environmental,\b(\d*)environmental(\d*)\b,20,153.03,1,TRUE
,issues,\b(\d*)issues(\d*)\b,10,110.43,1,
,discussion,\b(\d*)discussion(\d*)\b,15,109.56,1,
,change,\b(\d*)change(\d*)\b,13,106.54,1,
15,climate,\b(\d*)climate(\d*)\b,10,95.96,1,TRUE
,explore,\b(\d*)explore(\d*)\b,12,81.51,1,
15,conservation,\b(\d*)conservation(\d*)\b,4,75.03,2,TRUE
15,field,\b(\d*)field(\d*)\b,7,71.36,1,
,key,\b(\d*)key(\d*)\b,7,66.48,1,
15,energy,\b(\d*)energy(\d*)\b,5,61.95,1,
15,interdisciplinary,\b(\d*)interdisciplinary(\d*)\b,6,61.08,1,
15,water,\b(\d*)water(\d*)\b,6,59.29,1,TRUE
15,ecological,\b(\d*)ecological(\d*)\b,7,58.87,1,TRUE
15,sustainability,\b(\d*)sustainability(\d*)\b,6,58.5,1,TRUE
15,global,\b(\d*)global(\d*)\b,9,58.1,1,
,focus,\b(\d*)focus(\d*)\b,8,58.02,1,
,classroom,\b(\d*)classroom(\d*)\b,6,57.46,1,
,literature,\b(\d*)literature(\d*)\b,7,57,1,
15,human,\b(\d*)human(\d*)\b,7,51.89,1,
15,primary,\b(\d*)primary(\d*)\b,6,51.8,1,
15,ecosystem,\b(\d*)ecosystem(\d*)\b,3,51.07,1,TRUE
15,world,\b(\d*)world(\d*)\b,10,50.2,1,
,lecture,\b(\d*)lecture(\d*)\b,7,49.81,1,
,solutions,\b(\d*)solutions(\d*)\b,5,49.72,1,
15,biodiversity,\b(\d*)biodiversity(\d*)\b,3,49.5,1,TRUE
,class,\b(\d*)class(\d*)\b,8,47,1,
,challenges,\b(\d*)challenges(\d*)\b,4,46.76,1,
15,economic,\b(\d*)economic(\d*)\b,4,46.29,1,
15,nature,\b(\d*)nature(\d*)\b,7,45.63,1,
,range,\b(\d*)range(\d*)\b,6,45.4,1,
,discuss,\b(\d*)discuss(\d*)\b,5,45.04,1,
,laboratory,\b(\d*)laboratory(\d*)\b,6,43.65,1,
15,system,\b(\d*)system(\d*)\b,4,42.61,1,
15,social,\b(\d*)social(\d*)\b,7,42.22,1,
15,ecology,\b(\d*)ecology(\d*)\b,5,42,1,TRUE
15,environment,\b(\d*)environment(\d*)\b,8,41.96,1,
15,earth's,\b(\d*)earth's(\d*)\b,6,41.94,1,TRUE
,principles,\b(\d*)principles(\d*)\b,4,41.62,1,
15,development,\b(\d*)development(\d*)\b,5,41.51,1,
15,interactions,\b(\d*)interactions(\d*)\b,5,41.22,1,
15,species,\b(\d*)species(\d*)\b,6,41.14,1,
15,restoration,\b(\d*)restoration(\d*)\b,2,40.34,1,
15,processes,\b(\d*)processes(\d*)\b,7,40.14,1,
,importance,\b(\d*)importance(\d*)\b,2,39.55,1,
,articles,\b(\d*)articles(\d*)\b,4,38.99,1,
15,diversity,\b(\d*)diversity(\d*)\b,3,38.8,1,
,reading,\b(\d*)reading(\d*)\b,4,38.7,1,
,examines,\b(\d*)examines(\d*)\b,4,38.52,1,
,concepts,\b(\d*)concepts(\d*)\b,4,36.94,1,
15,justice,\b(\d*)justice(\d*)\b,5,36.82,1,
16,political,\b(\d*)political(\d*)\b,27,219.08,1,
,world,\b(\d*)world(\d*)\b,15,152.05,1,
16,rights,\b(\d*)rights(\d*)\b,15,138.79,4,TRUE
,focus,\b(\d*)focus(\d*)\b,13,130.45,1,
,class,\b(\d*)class(\d*)\b,15,126.23,1,
16,gender,\b(\d*)gender(\d*)\b,16,125.04,1,
16,violence,\b(\d*)violence(\d*)\b,13,121.83,1,
16,politics,\b(\d*)politics(\d*)\b,14,119.79,1,
16,social,\b(\d*)social(\d*)\b,16,119.47,1,
16,american,\b(\d*)american(\d*)\b,13,114.75,1,
,century,\b(\d*)century(\d*)\b,11,111.33,1,
,explore,\b(\d*)explore(\d*)\b,11,108.39,1,
16,economic,\b(\d*)economic(\d*)\b,13,103.4,1,
16,human,\b(\d*)human(\d*)\b,10,100.7,1,
,texts,\b(\d*)texts(\d*)\b,9,96.81,1,
16,women,\b(\d*)women(\d*)\b,10,94.77,1,
,role,\b(\d*)role(\d*)\b,12,94.31,1,
16,contemporary,\b(\d*)contemporary(\d*)\b,10,93.45,1,
16,legal,\b(\d*)legal(\d*)\b,10,92.25,3,
16,law,\b(\d*)law(\d*)\b,10,92.09,3,
16,sexuality,\b(\d*)sexuality(\d*)\b,10,90.06,1,
,literature,\b(\d*)literature(\d*)\b,9,85.63,1,
16,international,\b(\d*)international(\d*)\b,9,85.2,1,
16,society,\b(\d*)society(\d*)\b,8,81.69,1,
16,race,\b(\d*)race(\d*)\b,11,81.67,1,
16,history,\b(\d*)history(\d*)\b,11,80.62,1,
16,sexual,\b(\d*)sexual(\d*)\b,9,79.76,1,
16,war,\b(\d*)war(\d*)\b,9,76.92,1,
16,civil,\b(\d*)civil(\d*)\b,8,76.55,1,
16,justice,\b(\d*)justice(\d*)\b,9,74.45,4,
16,freedom,\b(\d*)freedom(\d*)\b,9,71.95,1,
,twentieth,\b(\d*)twentieth(\d*)\b,8,71.8,1,
16,democratic,\b(\d*)democratic(\d*)\b,9,70.29,4,
16,principles,\b(\d*)principles(\d*)\b,7,70.06,1,
16,global,\b(\d*)global(\d*)\b,8,67.26,1,
,culture,\b(\d*)culture(\d*)\b,7,65.72,1,
,sources,\b(\d*)sources(\d*)\b,8,65.42,1,
,key,\b(\d*)key(\d*)\b,9,65.2,1,
16,historical,\b(\d*)historical(\d*)\b,10,64.36,1,
16,debates,\b(\d*)debates(\d*)\b,9,63.25,1,
,united,\b(\d*)united(\d*)\b,7,61.96,1,
16,countries,\b(\d*)countries(\d*)\b,6,60.42,1,
,writing,\b(\d*)writing(\d*)\b,6,59.8,1,
16,african,\b(\d*)african(\d*)\b,6,58.98,1,
,variety,\b(\d*)variety(\d*)\b,6,58.39,1,
16,modern,\b(\d*)modern(\d*)\b,8,58.31,1,
,materials,\b(\d*)materials(\d*)\b,5,58.21,1,
,responses,\b(\d*)responses(\d*)\b,5,57.81,1,
16,theory,\b(\d*)theory(\d*)\b,8,57.8,1,
,relationship,\b(\d*)relationship(\d*)\b,8,57.35,1,
